"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","location","language","profileImageURL"
"889","LIVE on #Periscope: ������������ BLACK NATIONALISTS: RACIST #BlackLivesMatter #BLM #trump #maga #nra @richardbspencer https://t.co/mwzHdniurw",FALSE,0,NA,2016-12-19 01:09:02,FALSE,NA,"810653130199334912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","truthraidercom",0,FALSE,FALSE,NA,NA,"New York, NY","en","http://pbs.twimg.com/profile_images/780798421020139521/MCrsN4Ia_normal.jpg"
"890","RT @DumpTrump22: Remember the hordes of #Racists and #Losers who voted for him when #Trump faces #impeachment #TrumpTraitor #TrumpTreason #…",FALSE,0,NA,2016-12-19 01:08:53,FALSE,NA,"810653094799282176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joh53293471",42,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/788087191201341440/wmHFCQHW_normal.jpg"
"891","I know TONS of people The only people happy about #Trump are racists &amp; bigots Please #ElectoralCollege keep us from #Fascism #NeverTrump",FALSE,0,NA,2016-12-19 01:08:11,FALSE,NA,"810652917401264128",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","hjmnyc",0,FALSE,FALSE,NA,NA,"New York City","en","http://pbs.twimg.com/profile_images/733302149589803009/46Awk3qA_normal.jpg"
"892","RT @DumpTrump22: #Trump has broken every law and principle without repercussions throughout his life.

Can we really hope this will turn ou…",FALSE,0,NA,2016-12-19 01:07:37,FALSE,NA,"810652773297491968",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mon9lem",274,TRUE,FALSE,NA,NA,"United States","en","http://pbs.twimg.com/profile_images/797810842582421504/B0199Tzf_normal.jpg"
"893","RT @realjunsonchan: Pretty good reframe by #Trump. As for lack of hope, that applies to the feral left as their SJW ideology crumbles. #mag…",FALSE,0,NA,2016-12-19 01:07:27,FALSE,NA,"810652735360090112",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","avbotelho",5,TRUE,FALSE,NA,NA,"Sao Paulo, Brazil","en","http://pbs.twimg.com/profile_images/697537344178692103/zLdO7u8h_normal.jpg"
"894","Mr. Fix It? #Trump's unconventional economic strategy https://t.co/zVODzD3RdE",FALSE,0,NA,2016-12-19 01:07:24,FALSE,NA,"810652722508824576",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","TidyStucco_com",0,FALSE,FALSE,NA,NA,"New York, USA","en","http://pbs.twimg.com/profile_images/802987062114684928/OyIvWij__normal.jpg"
"895","I'm in the kitchen with the tombstone blues #politics #election #president #trump #hillary",FALSE,0,NA,2016-12-19 01:06:44,FALSE,NA,"810652553608306688",NA,"<a href=""http://www.andrewshamlet.com"" rel=""nofollow"">datamining8_andrewshamlet</a>","andrewshamlet",0,FALSE,FALSE,NA,NA,"New York City","en","http://pbs.twimg.com/profile_images/788026161284648962/Cw2UrZRR_normal.jpg"
"896","RT @DumpTrump22: #Trump has broken every law and principle without repercussions throughout his life.

Can we really hope this will turn ou…",FALSE,0,NA,2016-12-19 01:06:41,FALSE,NA,"810652538806693893",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EllenMorris1222",274,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/810450969100173317/Q7zKssii_normal.jpg"
"897","RT @XRider1800: RT @KevinJacksonTBS: So #Walmart sells #BLM stuff but not #ALM stuff? https://t.co/Lw0Xh67KkS #Trump #HillaryLost",FALSE,0,NA,2016-12-19 01:06:26,FALSE,NA,"810652477611765761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SLYR123",11,TRUE,FALSE,NA,NA,"Texas, USA","en","http://pbs.twimg.com/profile_images/697241195542552576/GFJYofdP_normal.jpg"
"898","RT @DumpTrump22: #Trump has broken every law and principle without repercussions throughout his life.

Can we really hope this will turn ou…",FALSE,0,NA,2016-12-19 01:05:48,FALSE,NA,"810652318328877056",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Loca2733Mc",274,TRUE,FALSE,NA,NA,"Lindenhurst, NY","en","http://pbs.twimg.com/profile_images/797553704551399424/jepbZG-K_normal.jpg"
"899","RT @deneenborelli: Video Michelle Obama Feels Nation Lost Hope https://t.co/c7C2SiBOc1
@RealDonaldTrump #tcot #MAGA #Trump https://t.co/T11…",FALSE,0,NA,2016-12-19 01:05:43,FALSE,NA,"810652296929538048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","arnsherm",30,TRUE,FALSE,NA,NA,"","en","http://pbs.twimg.com/profile_images/697836745958805507/Dkxyncq1_normal.jpg"
"900","RT @FoxBusiness: NYC offers post-election therapy to workers stressed out over #Trump https://t.co/QPpmvROkz3 https://t.co/FaQ7Jrr3NU",FALSE,0,NA,2016-12-19 01:05:35,FALSE,NA,"810652264834748417",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","beauxtx1",40,TRUE,FALSE,NA,NA,"Texas","en","http://pbs.twimg.com/profile_images/1522682984/MSkull_normal.jpg"
"901","RT @true_pundit: Trump to hang Nixon’s letter predicting his win on Oval Office wall #Trump #TruePundit

https://t.co/KF1l72rxEH",FALSE,0,NA,2016-12-19 01:05:10,FALSE,NA,"810652158588846080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bethlhoskins",98,TRUE,FALSE,NA,NA,"bestcityintheworld","en","http://pbs.twimg.com/profile_images/796771308193402880/Yyt_QhsC_normal.jpg"
"902","RT @DumpTrump22: #Trump proved throughout his campaign and in the month since he won that he would not only lie repeatedly, but he could ge…",FALSE,0,NA,2016-12-19 01:05:09,FALSE,NA,"810652154830557184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lpoolfc18",155,TRUE,FALSE,NA,NA,"pdx ","en","http://pbs.twimg.com/profile_images/791371948752113664/xO3Mow-Y_normal.jpg"
"903","RT @FoxBusiness: Mr. Fix It? #Trump's unconventional economic strategy https://t.co/5wpDVVCstW",FALSE,0,NA,2016-12-19 01:04:33,FALSE,NA,"810652001654566913",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TomEdmonds2",20,TRUE,FALSE,NA,NA,"Bakersfield,CA 93312","en","http://pbs.twimg.com/profile_images/459739949642698752/aep_pxU9_normal.jpeg"
"904","RT @FoxBusiness: Mr. Fix It? #Trump's unconventional economic strategy https://t.co/5wpDVVCstW",FALSE,0,NA,2016-12-19 01:04:30,FALSE,NA,"810651989201846272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MikeHighley1",20,TRUE,FALSE,NA,NA,"Ohio, USA","en","http://pbs.twimg.com/profile_images/806149684930682880/xWrphwUH_normal.jpg"
"905","RT @true_pundit: Canada Says Only 28 Americans Have Applied for Trump-Related Refugee Status #Trump #TruePundit

https://t.co/B3yQgwrfrI",FALSE,0,NA,2016-12-19 01:03:59,FALSE,NA,"810651860893921280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BrendaFiles2",71,TRUE,FALSE,NA,NA,"Texas","en","http://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png"
